,category,discounted_price,actual_price,discount_percentage,rating,rating_count,review_title
216,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",42999.0,59999.0,28.0,4.1,6753.0,"Almost Perfect!,Review After using 1month,Nice tv,Panel and video quality,Good Product,Worth for money,Nice,Good"
217,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",173.0,999.0,83.0,4.3,1237.0,"It's working perfectly for my mi stick,It's a genuine product,good items. value for money.,good,Good quality product,value for money,Nice picture quality,Good Product"
218,Electronics|HomeAudio|Accessories|Adapters,209.0,600.0,65.0,4.4,18872.0,"Good Quality Product,Good Product,Good,Perfect HDMI coupler,Very Good Connector,Does the job,Product is good but not working with Fire tv stick.,Perfect"
219,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,848.99,1490.0,43.0,3.9,356.0,"Low quality material use,Good one,Cable is good,Charging,Good,Good,Best car charging cable,Subscribe My channel - Tunetworks GAming"
220,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,649.0,1999.0,68.0,4.2,24269.0,"Satisfied,Charging is really fast,Value for money,Product review,Good quality,Good product,Good Product,As of now seems good"
221,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",299.0,899.0,67.0,3.8,425.0,"Good product,Bit price high.,Not the best,Issue with On off Button since first day.,Nice remote,Good,Stopped working in 1 month,Awesome product"
222,"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",399.0,799.0,50.0,4.1,1161.0,"Good for monitors and light weight TVs,Good adherness but adjustment screw is weak to adhere screen properly,Good,Quality is good,Good product, but has a fault,Space saver,DIY install a bit difficult,Very strong and sturdy"
223,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,249.0,499.0,50.0,4.1,1508.0,"Good,Works with Samsung Fold 4 fast charge,Ok,Nice product,Great Cable for Charging,Charging problem seen a little bit,Best cable,A good contender for well known branded C2C cables."
224,"Electronics|HomeTheater,TV&Video|SatelliteEquipment|SatelliteReceivers",1249.0,2299.0,46.0,4.3,7636.0,"Very good product,All items is really good,value money,Good,Worthy product,Ok,Quality and Price marks Top.,Delivery too late , but nice products"
225,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",213.0,499.0,57.0,3.7,246.0,"Nice product.... Works well... Satisfactory purchase....,Not original Samsung remote,Nice,Not a bad deal,very good,Plastic quality,Works perfect!,Work well"
226,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",209.0,499.0,58.0,4.0,479.0,"Better than original sony remote control,Good delivery time,Recommend to buy,Value for money but with other considerations,Excellent,Good,Superb,Excellent product!! Works well"
227,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",598.0,4999.0,88.0,4.2,910.0,"Good quality but not superb,Good,Good,Not working properly,Must buy,Authentic. Orignal. Excellent,Not so good,Worth every paisa"
228,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,799.0,1749.0,54.0,4.1,5626.0,"Worst product wornout after 2 months,Good product,Awesome | great,Worth a buy,Best Product!,Great one compare to original cable,Worked for a month, the power supply isn't as mentioned.,Ehh bhut lambi haii"
229,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,159.0,595.0,73.0,4.3,14184.0,"Very good quality.,Nice product,Not a fast charger....,nice,A Good Type C adapter,Nice product,Value for money and easy to use.,Good"
230,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|DVICables,499.0,1100.0,55.0,4.4,25177.0,"Awsome quality,Nice item,Better Display Port Cable,Works! GTX1650 Super, DELL 2520D (MST),Value for money,Not Vesa certified cable.,YOU CAN BUY IT UNDOUBTEDLY.,Check Display settings as soon as you install this cable."
231,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",31999.0,49999.0,36.0,4.3,21252.0,"It's super,Value of money 💰,Display and build,Good Sound and pictures,Good product 👍,Good and smart tv for reasonable rate,Good for low budget,Tv is good but after 3  month my tv screen gone"
232,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",32990.0,56790.0,42.0,4.3,567.0,"Good TV in budget!,Excellent purchase.,A master piece fron sansui,Using good,Value for money 👍,Sound quality not good,Appropriate,Good"
233,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",299.0,1199.0,75.0,3.5,466.0,"Good product,Switches,Remote is working,Center main button is very weak ,not working well,Punctuality. Delivered in time. Excellent,Remote,Sony Tv Remote,It works"
234,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,128.31,549.0,77.0,3.9,61.0,"Terrible,Charging status,Good quality,good charging,Nice product,Waste of Money.,Fast Charging Cable,Charching"
235,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,599.0,849.0,29.0,4.5,474.0,"Osm,Very good build quality,supports fast charging,Worth the price.,Very nice,Quality,Durability King,Good quality at an affordable price."
236,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",399.0,899.0,56.0,3.4,431.0,"When you can’t find the original this comes handy.,No voice communication,Acceptable for the price,Bad finish, but good product,No,voice recognition is not available,Nice Remote,worked find keys are hard"
237,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,449.0,1099.0,59.0,4.0,242.0,"Best rugged cable that supports most of the fast charging standards,It's good 👍,Nice cable, although higher ampere might heat up and damage the cable,Very nice product,Nice product with good quality,Great product, Greater utility, Greatest value provider!,Awesome,good prodct"
238,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,254.0,799.0,68.0,4.0,2905.0,"Average,Nice in this price,Nice,Nice,Good product but takes long time to be delivered,Misleading Title and description,Phone is not getting charged fast.,Works as expected"
239,"Electronics|HomeTheater,TV&Video|Accessories|Cables|SpeakerCables",399.0,795.0,50.0,4.4,12091.0,"Good,Good Quality,Amazing,Wire cost,Quality and performance is excellent.,Really Impressive,Good and cheap!,GOOD ONE"
240,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,179.0,399.0,55.0,4.0,1423.0,"GOOD,Thank you  Amazon very good charging cable,Good,Very good product,good quality,Very Good Product,This is fast charging USB!,Simply perfect at the price of below 100"
241,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,339.0,999.0,66.0,4.3,6255.0,"Good pick for Galaxy Note 9,Durable and quality product,Best Cable for Android Auto,The cable I will always carry when I pack my stuff for a ride.,Good charging capacity and data transfers,I bought it for my bike,Excellent,👍"
242,"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",399.0,999.0,60.0,4.0,1236.0,"Good quality product with many screws and nuts,Nice product,Ok ok product,It’s accuracy,Screws can be a problem.,Good quality for 32"" TV,Perfect fit for my Sony TV,This costs approx 200 in the local market."
243,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",199.0,399.0,50.0,4.2,1335.0,"Cover is Little loose for Fire remote cover,I ordered this for colour,Pricing,Nice Product,Overpriced but good quality.,Remote stops working after 3 months,Perfect fot,Perfect size for amazon firestick"
244,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",349.0,1999.0,83.0,3.8,197.0,"Good,Good,Good,Mic is not working,Voice not working. You can't enable voice assistant in this remote,Quality is average, buttons are not smooth,Very good,Good"
245,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,798.0,63.0,4.4,28791.0,"Good Stuff... Recommended!!!,Need better quality,एक मजबूत प्रोडक्ट है,Good,best buy of this cable,Best for,Tough,Nil"
246,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,89.0,800.0,89.0,3.9,1075.0,"The metal pin is losing it's strength,Sahi h bs 44 rupe ki and dilivery charge 40,Good Charging cable,Good sturdy micro usb cable with good charging speeds,Cheapest micro USB cable in the market,boat is better than this,I bought this for 199rs best charging cable for all mobiles,Good"
247,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,549.0,995.0,45.0,4.2,29746.0,"Its ok product not too good not bad,Cheap and best,Performance,Works well,Not working with Fast Charger,This Type-C cable is awesome😍.,Does not support display,Good"
248,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,129.0,1000.0,87.0,3.9,295.0,"Great value for money,Iys good,Poor quality,Good Quality & Great Charging Speed,Slow charging,Durable and fast,It doesn't fit to Samsung mobile,Very fast charge"
249,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",77990.0,139900.0,44.0,4.7,5935.0,"Product installation was excellent  but delivery staff pathetic👌,TV Picture quality is good.,TV Picture quality is good,Very nice,Great picture and sound quality,One of the best big screen TV,Service is not good,Nice TV"
250,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",349.0,799.0,56.0,3.6,323.0,"Good Product at this Price,Works well directly in front of TV,Iam so happy,Without battery how to check the remote control,Must buy,Good product…,Seven Mi remote,Worst"
251,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",499.0,899.0,44.0,3.7,185.0,"Netflix button not working others works well,Good,Compatible with Vu Premium TV,Not like the original one..  but not bad.,Not Good Quality,Working fine,Half of the button doesn’t work,Hardness"
252,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,799.0,63.0,4.2,2117.0,"Cable is working properly,Sturdy,Ok,Its very slow in terms of speed,Good Cable,Plug fits little tight, but does the job fine,Good product,GOOD"
253,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,182.0,599.0,70.0,4.0,9378.0,"Worked on iPhone 7 and didn’t work on XR,Good one,Dull Physical Looks,Just Buy it,Go for it,About the product,Get charging cable at the price,Working well."
254,"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",96.0,399.0,76.0,3.6,1796.0,"Good product,Average product quality,Good,Good product,Nice product,Nice product,super product s,Set up box wall mounted without screws"
255,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",54990.0,85000.0,35.0,4.3,3587.0,"Good TV for the price. (But my experience was not perfect),Good but not best  @!@,Decent tv for the price but misses on basic smart features,Perfect one in our budget. Speedy and customer friendly approach from vu"
256,"Electronics|HomeTheater,TV&Video|Accessories|Cables|RCACables",439.0,758.0,42.0,4.2,4296.0,"Good Built Quality Product.,Good quality cable,Useful product but plz check the output ports in ur tV,Nice product,Good,Very good,Good Quality,Best ever"
257,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,999.0,70.0,4.3,2651.0,"Worth the money spent,Nice product also the sterdiness good as expected.,Not the correct charger for Samsung S9,Nice product,Superb,Doubts on fast charging,One time purchase,Good Product"
258,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,799.0,63.0,4.2,94363.0,"Good product,Good one,Nice,Really nice product,Very first time change,Good,Fine product but could be better,Very nice it's charging like jet"
259,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,789.0,1999.0,61.0,4.2,34540.0,"Looks more durable,cheap n best,Good length and charging speed.,Works,Works like a charm,stopped working,Good,Excellent Product"
260,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",299.0,700.0,57.0,4.4,8714.0,"Good cable,This amazon basics cable does the job perfectly well.,Good, sturdy cable,Necessary product connector HDMI,Best quality cable I have had,Male to Female HDMI Extension Cable,very nice wire,Ultimate connectivity.... Using more than couple of years..."
261,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,325.0,1099.0,70.0,4.2,10576.0,"Nice product .,Good quality Braided cable, VFM,Good cord, but has Earthing issue,Ok,Good product. Little bit fast charger for phones like redmi.,Fast charging is working properly,Money value product 👌,Cable a Nice product"
262,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1299.0,1999.0,35.0,4.4,7318.0,"You might be able to get away by using other usb too,Built well but there are flaws.,Good alternative for Apple cable,Good alternative,Best buy,Good,Value for Money,Works as advertised."
263,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",790.0,1999.0,60.0,3.0,103.0,"Not good,No voice recognition, No pointer ray as in original LG remote. These features are not included,Best product,Not working properly,Doesnt work, dont buy,It doesn’t have pointer,Not working properly,Just perfect"
264,Electronics|HomeAudio|MediaStreamingDevices|StreamingClients,4699.0,4699.0,0.0,4.5,224.0,"Great Product,Very good and working very nice,Horrible user experience on account of poor hardware,Not worthy. Laggy sometimes"
265,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",18999.0,24990.0,24.0,4.3,4702.0,"Wonderful TV and Awful installation service from amazon,Acer Television Review,It's a good product for that price.,Good for the price,Almost a complete package,Nice Product,Good product,Super designed"
266,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,999.0,80.0,4.2,85.0,"Good 👍,Good,Cable length is ok , quality is not good . In this price it is ok,MFS 100 cable,Good Quality,Good product but cable thickness should be more,Quality is excellent,Super service"
267,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",269.0,650.0,59.0,4.4,35877.0,"Satisfactory,Superb88,Good hdmi cable for 1080p 60 fps,Hdmi cable received,Amazing Product!!! Liked it!!!,Good product,Best product for me.,I'll strongly recommend this product to others."
268,"Electronics|HomeTheater,TV&Video|AVReceivers&Amplifiers",1990.0,3100.0,36.0,4.0,897.0,"Good,Does the job. Works with two devices,Positive review- Almost good and useful,Hissing sound  output from (viSe TV) Vijay sales.,Acceptable sound, no hassle of charging,Excellent product,Not good range,Very good"
269,Electronics|HomeAudio|Speakers|TowerSpeakers,2299.0,3999.0,43.0,3.8,282.0,"Simply good,Sound quality,FM Radio antenna isn't strong enough, rest features are value for money,SIZE,Product quantity is good,Value for money,Best,Found remote broken, please replace the remote only."
270,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",35999.0,49990.0,28.0,4.3,1611.0,"Tv working good.,Value of money,Acer 32  Sound bar tv review,product is good but one lie by the seller (i.e. 16GB space),Cromecast not working in this smart TV.,Awesome clarity and sound,Awesome sound system like a sound bar picture quality is impressive and connected good,Budget friendly Smart TV"
271,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",349.0,999.0,65.0,4.2,513.0,"Good quality,Average product.,It fits perfectly on remote. Its Worth for the money I spent.,Good silicon cover for remote,It is perfect fit,Overall it a good product but little pricey,Great for fire stick 4k,Nice product"
272,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,719.0,1499.0,52.0,4.1,1045.0,"Good,I don’t like this product,Awesome product,Best cable for iphone xs .. works well with fast charging brick,Low quality pin but wire is fine,Excellent quality,Awesome quality and fast charging,Works fine"
273,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",8999.0,18999.0,53.0,4.0,6347.0,"Tv is good in price range,Inexpensive Smart TV,good,Cheap and best,In this budget it’s so good,Not bad ok,Very good👍👍,Very Nice"
